Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd Pkts/s,Bwd Pkts/s
1900,17,46285696.029663086,23,0,3519,0,153.0,153.0,153.0,0.0,2103895.2740755947,457342.92601774615,4097316.9803619385,1636458.158493042,0.49691377624007216,0.0
138,17,32369288.9213562,9,0,1989,0,229.0,214.0,221.0,6.324555320336759,4046161.115169525,7260173.267600122,23245425.939559937,1020065.0691986084,0.2780413255869236,0.0
3702,17,33279708.862304688,12,0,8208,0,684.0,684.0,684.0,0.0,3025428.0783913354,5676231.541587258,20792501.21116638,99961.99607849121,0.36058007747754606,0.0
5353,17,28162208.080291748,12,0,1899,0,461.0,68.0,158.25,150.8023679080228,2560200.734571977,6890071.523690368,24265633.821487427,0.0,0.4261029520763233,0.0
3289,17,19967839.95628357,3,0,126,0,42.0,42.0,42.0,0.0,9983919.978141785,50382.01808929443,10034301.99623108,9933537.96005249,0.15024158880319685,0.0
5353,17,8805770.1587677,8,0,1729,0,483.0,67.0,216.125,174.68932244129863,1257967.165538243,2750369.257737732,7987418.174743652,0.0,0.9084952089096473,0.0
1900,17,6037388.08631897,8,0,1320,0,165.0,165.0,165.0,0.0,862484.0123312813,1234747.1616414532,2864344.835281372,0.0,1.3250763220155433,0.0
5353,17,1325888.8721466064,3,0,954,0,434.0,86.0,318.0,164.04877323527901,662944.4360733032,357543.34926605225,1020487.7853393555,305401.086807251,2.2626330630130544,0.0
57621,17,1,1,0,72,0,72.0,72.0,72.0,0.0,0,0,0,0,1000000.0,0.0
3702,17,7473326.921463013,7,0,4788,0,684.0,684.0,684.0,0.0,1245554.4869105022,733027.8403225224,2046880.0067901611,203562.97492980957,0.9366644967579778,0.0
5355,17,412313.93814086914,2,0,112,0,56.0,56.0,56.0,0.0,412313.93814086914,0.0,412313.93814086914,412313.93814086914,4.850672788356453,0.0
5353,17,924942.0166015625,3,0,715,0,546.0,83.0,238.33333333333334,217.5566337505912,462471.00830078125,256690.97900390625,719161.9873046875,205780.029296875,3.2434465578963,0.0
5353,17,1,1,0,73,0,73.0,73.0,73.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1,1,0,73,0,73.0,73.0,73.0,0.0,0,0,0,0,1000000.0,0.0
137,17,1,1,0,96,0,96.0,96.0,96.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1,1,0,86,0,86.0,86.0,86.0,0.0,0,0,0,0,1000000.0,0.0
1900,17,1,1,0,153,0,153.0,153.0,153.0,0.0,0,0,0,0,1000000.0,0.0
1900,17,3070696.1154937744,4,0,792,0,198.0,198.0,198.0,0.0,1023565.3718312581,81243.75302575035,1124827.1465301514,925920.0096130371,1.3026362262997138,0.0
5355,17,406575.91819763184,2,0,112,0,56.0,56.0,56.0,0.0,406575.91819763184,0.0,406575.91819763184,406575.91819763184,4.91913050056207,0.0
5353,17,717141.1514282227,6,0,1727,0,544.0,71.0,287.8333333333333,217.73027401402456,143428.23028564453,122735.0688934635,306082.96394348145,0.0,8.366553764277365,0.0
80,6,1,1,0,40,0,40.0,40.0,40.0,0.0,0,0,0,0,1000000.0,0.0
80,6,1,1,0,40,0,40.0,40.0,40.0,0.0,0,0,0,0,1000000.0,0.0
80,6,1,1,0,40,0,40.0,40.0,40.0,0.0,0,0,0,0,1000000.0,0.0
67,17,1,1,0,328,0,328.0,328.0,328.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1,1,0,86,0,86.0,86.0,86.0,0.0,0,0,0,0,1000000.0,0.0
1900,17,1,1,0,165,0,165.0,165.0,165.0,0.0,0,0,0,0,1000000.0,0.0
443,6,80204618.21556091,3,2,146,82,52.0,42.0,48.666666666666664,4.714045207910317,20051154.55389023,20346774.5849558,45003943.9201355,1978.158950805664,0.03740432990949584,0.024936219939663894
443,6,186.920166015625,0,2,0,80,0,0,0,0,186.920166015625,0.0,186.920166015625,186.920166015625,0.0,10699.755102040815
5353,17,54068060.874938965,24,0,1752,0,73.0,73.0,73.0,0.0,2350785.255432129,766594.7714094889,4096324.920654297,1940330.982208252,0.44388497777852093,0.0
1900,17,53964911.93771362,27,0,4131,0,153.0,153.0,153.0,0.0,2075573.5360659084,389246.5650599611,3994692.087173462,1840009.9277496338,0.500325100709206,0.0
5353,17,55918947.93510437,4,0,1888,0,472.0,472.0,472.0,0.0,18639649.311701458,9966440.793940026,31958872.079849243,7987088.918685913,0.07153210401315348,0.0
5353,17,44545527.935028076,5,0,1428,0,602.0,67.0,285.6,235.47110226097809,11136381.983757019,16470333.090775799,39628838.06228638,922626.9721984863,0.11224471303365749,0.0
5353,17,42496234.17854309,11,0,1772,0,283.0,79.0,161.0909090909091,61.76120368800899,4249623.417854309,11151880.514426356,37683059.93080139,0.0,0.2588464651664134,0.0
5353,17,36968004.94194031,4,0,873,0,578.0,86.0,218.25,207.97160262882045,12322668.313980103,16633310.69177432,35839714.05029297,103757.85827636719,0.1082016734817623,0.0
5353,17,26829243.183135986,16,0,2654,0,349.0,67.0,165.875,110.56834707546278,1788616.212209066,6501073.957509834,26110713.005065918,0.0,0.5963641945016583,0.0
5353,17,9626177.072525024,3,0,835,0,609.0,113.0,278.3333333333333,233.81664231235172,4813088.536262512,3786530.613899231,8599619.150161743,1026557.9223632812,0.31165019897281776,0.0
1900,17,2972529.888153076,4,0,792,0,198.0,198.0,198.0,0.0,990843.2960510254,48049.012303714124,1027364.0155792236,922956.9435119629,1.3456550986894609,0.0
5353,17,1022471.9047546387,5,0,841,0,442.0,81.0,168.2,138.04984607017857,255617.97618865967,183872.2795899702,509212.0170593262,0.0,4.890109915733913,0.0
67,17,1,1,0,332,0,332.0,332.0,332.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,409157.99140930176,2,0,110,0,55.0,55.0,55.0,0.0,409157.99140930176,0.0,409157.99140930176,409157.99140930176,4.888087345211589,0.0
443,6,1682.9967498779297,1,1,40,42,40.0,40.0,40.0,0.0,1682.9967498779297,0.0,1682.9967498779297,1682.9967498779297,594.1782122113614,594.1782122113614
5355,17,1,1,0,56,0,56.0,56.0,56.0,0.0,0,0,0,0,1000000.0,0.0
68,17,1,1,0,311,0,311.0,311.0,311.0,0.0,0,0,0,0,1000000.0,0.0
443,6,1575.9468078613281,1,1,40,42,40.0,40.0,40.0,0.0,1575.9468078613281,0.0,1575.9468078613281,1575.9468078613281,634.5391830559757,634.5391830559757
67,17,100785.0170135498,2,0,656,0,328.0,328.0,328.0,0.0,100785.0170135498,0.0,100785.0170135498,100785.0170135498,19.844219500713233,0.0
1900,17,3065605.1635742188,3,0,609,0,203.0,203.0,203.0,0.0,1532802.5817871094,514720.4399108887,2047523.021697998,1018082.1418762207,0.9785996042955091,0.0
57621,17,1,1,0,68,0,68.0,68.0,68.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,409958.8394165039,2,0,112,0,56.0,56.0,56.0,0.0,409958.8394165039,0.0,409958.8394165039,409958.8394165039,4.878538545105182,0.0
5353,17,1022170.0668334961,2,0,670,0,584.0,86.0,335.0,249.0,1022170.0668334961,0.0,1022170.0668334961,1022170.0668334961,1.9566215690463817,0.0
5355,17,1,1,0,55,0,55.0,55.0,55.0,0.0,0,0,0,0,1000000.0,0.0
53,17,2352.9529571533203,1,1,275,65,275.0,275.0,275.0,0.0,2352.9529571533203,0.0,2352.9529571533203,2352.9529571533203,424.99787212483534,424.99787212483534
53,17,3161.191940307617,1,1,331,65,331.0,331.0,331.0,0.0,3161.191940307617,0.0,3161.191940307617,3161.191940307617,316.33637529225433,316.33637529225433
53,17,3880.023956298828,1,1,81,65,81.0,81.0,81.0,0.0,3880.023956298828,0.0,3880.023956298828,3880.023956298828,257.7303674572938,257.7303674572938
53,17,3479.9575805664062,1,1,115,65,115.0,115.0,115.0,0.0,3479.9575805664062,0.0,3479.9575805664062,3479.9575805664062,287.3598246094821,287.3598246094821
443,17,552823.0667114258,13,16,7628,6354,1278.0,59.0,586.7692307692307,564.8030499272296,19743.680953979492,48583.508691267365,181445.12176513672,0.0,23.515661307935282,28.94235237899727
5353,17,1,1,0,181,0,181.0,181.0,181.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,25293375.01525879,5,0,1337,0,609.0,86.0,267.4,223.8031277708156,6323343.753814697,9774269.894443735,23248606.92024231,411958.2176208496,0.19768022246867567,0.0
1900,17,20378162.86087036,9,0,1377,0,153.0,153.0,153.0,0.0,2547270.357608795,4086114.8228639797,9625266.075134277,105326.89094543457,0.4416492331250122,0.0
5353,17,13822663.068771362,16,0,4685,0,557.0,123.0,292.8125,147.2142226272652,921510.8712514242,1432133.8560108521,5739415.168762207,0.0,1.1575193521245375,0.0
5353,17,14441794.872283936,6,0,1068,0,605.0,86.0,178.0,191.12125296087123,2888358.974456787,4812292.24614114,12501106.977462769,197626.11389160156,0.4154608241607793,0.0
5353,17,6246586.084365845,7,0,511,0,73.0,73.0,73.0,0.0,1041097.6807276409,1042468.3566100501,2157150.983810425,0.0,1.120612108031269,0.0
5353,17,1945096.9696044922,4,0,356,0,89.0,89.0,89.0,0.0,648365.6565348307,460465.90557797736,1025081.8729400635,0.0,2.056452743748474,0.0
5353,17,3992202.9972076416,3,0,781,0,606.0,67.0,260.3333333333333,244.99569157209456,1996101.4986038208,971505.2843093872,2967606.782913208,1024596.2142944336,0.751464793272877,0.0
5355,17,409862.0414733887,4,0,244,0,61.0,61.0,61.0,0.0,136620.68049112955,190034.26005130095,405357.12242126465,0.0,9.759381438741284,0.0
5353,17,7885801.076889038,3,0,662,0,493.0,83.0,220.66666666666666,192.57264141674494,3942900.538444519,2920065.5221939087,6862966.060638428,1022835.0162506104,0.38043059554115777,0.0
5355,17,408123.9700317383,2,0,112,0,56.0,56.0,56.0,0.0,408123.9700317383,0.0,408123.9700317383,408123.9700317383,4.900471785189357,0.0
1900,17,3073529.005050659,4,0,816,0,204.0,204.0,204.0,0.0,1024509.6683502197,4686.998425399659,1031137.9432678223,1021157.97996521,1.3014355789149517,0.0
5353,17,3998954.0576934814,5,0,703,0,228.0,86.0,140.6,56.63426524640361,999738.5144233704,632872.8212361159,2048660.0399017334,410148.14376831055,1.250326942461525,0.0
5353,17,1,1,0,73,0,73.0,73.0,73.0,0.0,0,0,0,0,1000000.0,0.0
1900,17,1,1,0,153,0,153.0,153.0,153.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1,1,0,113,0,113.0,113.0,113.0,0.0,0,0,0,0,1000000.0,0.0
0,2,1,1,0,32,0,32.0,32.0,32.0,0.0,0,0,0,0,1000000.0,0.0
1900,17,2971252.202987671,4,0,792,0,198.0,198.0,198.0,0.0,990417.4009958903,45423.345453352056,1026779.1748046875,926374.9122619629,1.3462337515401408,0.0
5353,17,4296873.8079071045,2,0,546,0,463.0,83.0,273.0,190.0,4296873.8079071045,0.0,4296873.8079071045,4296873.8079071045,0.46545467458681267,0.0
1900,17,1,1,0,165,0,165.0,165.0,165.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,412018.0606842041,2,0,122,0,61.0,61.0,61.0,0.0,412018.0606842041,0.0,412018.0606842041,412018.0606842041,4.854156142278731,0.0
5353,17,1,1,0,73,0,73.0,73.0,73.0,0.0,0,0,0,0,1000000.0,0.0
1900,17,1,1,0,153,0,153.0,153.0,153.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1026446.1040496826,2,0,555,0,440.0,115.0,277.5,162.5,1026446.1040496826,0.0,1026446.1040496826,1026446.1040496826,1.9484705452232833,0.0
5355,17,407521.00944519043,2,0,112,0,56.0,56.0,56.0,0.0,407521.00944519043,0.0,407521.00944519043,407521.00944519043,4.907722433066338,0.0
5353,17,2659797.9068756104,4,0,763,0,485.0,83.0,190.75,170.1504848656036,886599.3022918701,428099.75213640474,1332645.8930969238,309053.897857666,1.5038736550848284,0.0
5353,17,1,1,0,102,0,102.0,102.0,102.0,0.0,0,0,0,0,1000000.0,0.0
57621,17,1,1,0,72,0,72.0,72.0,72.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,69221691.84684753,5,0,1480,0,445.0,86.0,296.0,171.6892541774237,17305422.961711884,27088369.94346343,64203652.85873413,1023273.9448547363,0.07223169308058032,0.0
5353,17,36658799.171447754,11,0,2021,0,454.0,81.0,183.72727272727272,139.68867391393874,3665879.9171447754,5920079.040993316,16593257.904052734,99879.98008728027,0.3000643842302263,0.0
0,2,31235977.8881073,2,0,64,0,32.0,32.0,32.0,0.0,31235977.8881073,0.0,31235977.8881073,31235977.8881073,0.06402873017660428,0.0
5353,17,31338593.95980835,4,0,442,0,166.0,86.0,110.5,32.87476235655552,10446197.986602783,14048498.34911585,30312438.96484375,313550.9490966797,0.12763814500197385,0.0
5355,17,410640.9549713135,2,0,110,0,55.0,55.0,55.0,0.0,410640.9549713135,0.0,410640.9549713135,410640.9549713135,4.8704348063376095,0.0
5355,17,410640.9549713135,2,0,110,0,55.0,55.0,55.0,0.0,410640.9549713135,0.0,410640.9549713135,410640.9549713135,4.8704348063376095,0.0
5355,17,410640.9549713135,2,0,110,0,55.0,55.0,55.0,0.0,410640.9549713135,0.0,410640.9549713135,410640.9549713135,4.8704348063376095,0.0
5355,17,410640.9549713135,2,0,110,0,55.0,55.0,55.0,0.0,410640.9549713135,0.0,410640.9549713135,410640.9549713135,4.8704348063376095,0.0
0,2,1,1,0,32,0,32.0,32.0,32.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,407600.87966918945,2,0,112,0,56.0,56.0,56.0,0.0,407600.87966918945,0.0,407600.87966918945,407600.87966918945,4.906760754842355,0.0
5353,17,2967415.0943756104,2,0,605,0,538.0,67.0,302.5,235.5,2967415.0943756104,0.0,2967415.0943756104,2967415.0943756104,0.6739872705341315,0.0
5353,17,3990091.08543396,3,0,958,0,436.0,86.0,319.3333333333333,164.99158227686107,1995045.54271698,973784.5659255981,2968830.108642578,1021260.9767913818,0.7518625354071891,0.0
5353,17,717257.9765319824,6,0,1585,0,495.0,71.0,264.1666666666667,194.0828145119729,143451.59530639648,122655.08732855109,305549.86000061035,0.0,8.365191041876773,0.0
5353,17,1,1,0,73,0,73.0,73.0,73.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,411892.8909301758,2,0,110,0,55.0,55.0,55.0,0.0,411892.8909301758,0.0,411892.8909301758,411892.8909301758,4.85563126735062,0.0
5355,17,407543.8976287842,2,0,110,0,55.0,55.0,55.0,0.0,407543.8976287842,0.0,407543.8976287842,407543.8976287842,4.907446809132993,0.0
5355,17,407543.8976287842,2,0,110,0,55.0,55.0,55.0,0.0,407543.8976287842,0.0,407543.8976287842,407543.8976287842,4.907446809132993,0.0
5355,17,407543.8976287842,2,0,110,0,55.0,55.0,55.0,0.0,407543.8976287842,0.0,407543.8976287842,407543.8976287842,4.907446809132993,0.0
1900,17,1,1,0,153,0,153.0,153.0,153.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,409119.1291809082,2,0,112,0,56.0,56.0,56.0,0.0,409119.1291809082,0.0,409119.1291809082,409119.1291809082,4.888551664656142,0.0
5353,17,513413.9060974121,4,0,439,0,211.0,76.0,109.75,58.45671475544961,171137.96869913736,128077.4644231201,308084.01107788086,0.0,7.790984919759972,0.0
5355,17,412236.92893981934,4,0,244,0,61.0,61.0,61.0,0.0,137412.30964660645,194330.3519392421,412236.92893981934,0.0,9.703157866732367,0.0
5355,17,408808.94660949707,4,0,244,0,61.0,61.0,61.0,0.0,136269.64886983237,192714.3855715364,408808.94660949707,0.0,9.784521677361637,0.0
443,6,90810165.16685486,90,48,62641,5344,1370.0,42.0,696.0111111111111,606.8188910566397,662847.920925948,5380852.5473789275,45008605.95703125,0.0,0.9910784749111924,0.5285751866193026
10946,6,1,1,0,42,0,42.0,42.0,42.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,83559404.13475037,3,0,1025,0,476.0,73.0,341.6666666666667,189.97602187878576,41779702.06737518,22121550.917625427,63901252.98500061,19658151.149749756,0.03590260164088905,0.0
5353,17,63997879.98199463,2,0,996,0,498.0,498.0,498.0,0.0,63997879.98199463,0.0,63997879.98199463,63997879.98199463,0.031251035199332956,0.0
5353,17,64720789.90936279,11,0,2470,0,516.0,86.0,224.54545454545453,167.28438694541245,6472078.990936279,9367254.85390293,29697746.03843689,205809.8316192627,0.1699608428049901,0.0
5353,17,62158073.90213013,22,0,1496,0,68.0,68.0,68.0,0.0,2959908.281053816,11924850.636170862,56218844.89059448,0.0,0.353936321042375,0.0
5353,17,40038958.07266235,28,0,7963,0,562.0,86.0,284.39285714285717,146.79512917321063,1482924.3730615687,4594215.724101339,24575917.959213257,100009.91821289062,0.6993188970898254,0.0
1900,17,3073228.8360595703,4,0,660,0,165.0,165.0,165.0,0.0,1024409.6120198567,1448733.966743842,3073228.8360595703,0.0,1.3015626929782151,0.0
5353,17,2049926.996231079,5,0,472,0,105.0,68.0,94.4,14.582180906846547,512481.7490577698,512483.85635023896,1027041.9120788574,0.0,2.4391112508849426,0.0
5355,17,407253.0269622803,2,0,106,0,53.0,53.0,53.0,0.0,407253.0269622803,0.0,407253.0269622803,407253.0269622803,4.910951834828817,0.0
5353,17,1,1,0,554,0,554.0,554.0,554.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,409899.9500274658,2,0,112,0,56.0,56.0,56.0,0.0,409899.9500274658,0.0,409899.9500274658,409899.9500274658,4.879239433588581,0.0
1900,17,1,1,0,165,0,165.0,165.0,165.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,922347.0687866211,3,0,783,0,565.0,108.0,261.0,214.96201214788314,461173.53439331055,46797.51396179199,507971.04835510254,414376.02043151855,3.252571728716612,0.0
67,17,1,1,0,328,0,328.0,328.0,328.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,404486.89460754395,2,0,102,0,51.0,51.0,51.0,0.0,404486.89460754395,0.0,404486.89460754395,404486.89460754395,4.9445359705424154,0.0
1900,17,1,1,0,153,0,153.0,153.0,153.0,0.0,0,0,0,0,1000000.0,0.0
1900,17,2970078.945159912,4,0,792,0,198.0,198.0,198.0,0.0,990026.3150533041,50523.85295761222,1026888.1320953369,918586.9693756104,1.346765548612256,0.0
5355,17,405745.0294494629,2,0,112,0,56.0,56.0,56.0,0.0,405745.0294494629,0.0,405745.0294494629,405745.0294494629,4.929203945427772,0.0
5353,17,716549.1580963135,6,0,1359,0,417.0,79.0,226.5,149.05899279591733,143309.8316192627,123469.28032782681,310795.0687408447,0.0,8.373465982348586,0.0
443,17,138092.041015625,7,8,2947,4347,1278.0,59.0,421.0,542.3538644517196,9863.717215401786,15674.206666901502,50920.963287353516,0.0,50.69082872928177,57.932375690607735
1900,17,1,1,0,153,0,153.0,153.0,153.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1,1,0,99,0,99.0,99.0,99.0,0.0,0,0,0,0,1000000.0,0.0
57621,17,1,1,0,72,0,72.0,72.0,72.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1,1,0,73,0,73.0,73.0,73.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,78032731.05621338,12,0,2437,0,521.0,81.0,203.08333333333334,169.51521973622965,7093884.641473943,17966781.42944628,63795624.017715454,101140.02227783203,0.1537816226290403,0.0
5353,17,69527894.02008057,8,0,1169,0,524.0,65.0,146.125,144.73461705825596,9932556.28858294,14026122.64581374,43416519.16503906,1024243.1163787842,0.11506173331942854,0.0
5353,17,66355405.09223938,13,0,3735,0,402.0,123.0,287.3076923076923,123.07120179009861,5529617.091019948,6119838.861121492,17919116.020202637,305233.0017089844,0.1959147108201502,0.0
5353,17,66356648.92196655,8,0,1721,0,521.0,86.0,215.125,171.1625232783158,9479521.27456665,20813830.795660682,60414718.15109253,105463.02795410156,0.12056063906132093,0.0
5353,17,41361418.00880432,4,0,1164,0,549.0,72.0,291.0,214.53787544394115,13787139.336268106,18492701.832725022,39937295.91369629,400588.9892578125,0.09670848323305907,0.0
5353,17,43932132.00569153,4,0,755,0,476.0,93.0,188.75,165.84386482472001,14644044.001897177,17883345.97760948,39934839.01023865,1945158.9584350586,0.091049530659741,0.0
5353,17,30822919.845581055,5,0,959,0,493.0,109.0,191.8,151.0475421845718,7705729.961395264,11757907.521951407,28059036.016464233,305593.96743774414,0.1622169484607354,0.0
5353,17,22219954.96749878,7,0,623,0,89.0,89.0,89.0,0.0,3703325.8279164634,7288683.952445195,19972618.103027344,0.0,0.3150321416150001,0.0
5353,17,19152397.15576172,2,0,262,0,176.0,86.0,131.0,45.0,19152397.15576172,0.0,19152397.15576172,19152397.15576172,0.10442557052960492,0.0
5353,17,13003824.949264526,6,0,1582,0,454.0,86.0,263.6666666666667,146.80221009538272,2600764.9898529053,3364316.321300214,9010812.044143677,204946.99478149414,0.4614027044665308,0.0
5353,17,3993789.1960144043,6,0,1267,0,426.0,87.0,211.16666666666666,136.63871665413464,798757.8392028809,1089503.3844689478,2968353.9867401123,105655.19332885742,1.5023326734389713,0.0
1900,17,1,1,0,153,0,153.0,153.0,153.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,409142.97103881836,2,0,112,0,56.0,56.0,56.0,0.0,409142.97103881836,0.0,409142.97103881836,409142.97103881836,4.888266795643534,0.0
1900,17,3070196.1517333984,4,0,792,0,198.0,198.0,198.0,0.0,1023398.7172444661,263.13681070162176,1023632.0495605469,1023030.9963226318,1.3028483531065742,0.0
5353,17,1,1,0,73,0,73.0,73.0,73.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1,2,0,168,0,103.0,65.0,84.0,19.0,0.0,0.0,0.0,0.0,2000000.0,0.0
5355,17,1,1,0,59,0,59.0,59.0,59.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1,1,0,73,0,73.0,73.0,73.0,0.0,0,0,0,0,1000000.0,0.0
1900,17,1,1,0,153,0,153.0,153.0,153.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,409828.90129089355,2,0,108,0,54.0,54.0,54.0,0.0,409828.90129089355,0.0,409828.90129089355,409828.90129089355,4.8800853080403295,0.0
5355,17,406749.963760376,2,0,112,0,56.0,56.0,56.0,0.0,406749.963760376,0.0,406749.963760376,406749.963760376,4.9170256378393615,0.0
137,17,1,1,0,78,0,78.0,78.0,78.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1942.1577453613281,4,0,288,0,77.0,67.0,72.0,5.0,647.3859151204427,915.5419412526475,1942.1577453613281,0.0,2059.564939847778,0.0
5355,17,1,1,0,61,0,61.0,61.0,61.0,0.0,0,0,0,0,1000000.0,0.0
57621,17,1,1,0,68,0,68.0,68.0,68.0,0.0,0,0,0,0,1000000.0,0.0
137,17,1,1,0,78,0,78.0,78.0,78.0,0.0,0,0,0,0,1000000.0,0.0
137,17,1,1,0,78,0,78.0,78.0,78.0,0.0,0,0,0,0,1000000.0,0.0
137,17,1,1,0,78,0,78.0,78.0,78.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,1023901.9393920898,4,0,328,0,105.0,67.0,82.0,14.017845768876187,341300.64646402997,409958.60584668815,917825.9372711182,0.0,3.906624107358246,0.0
0,2,103392.12417602539,5,0,200,0,40.0,40.0,40.0,0.0,25848.031044006348,44770.10304383661,103392.12417602539,0.0,48.3595828971217,0.0
5355,17,1,1,0,61,0,61.0,61.0,61.0,0.0,0,0,0,0,1000000.0,0.0
137,17,1023991.8231964111,4,0,312,0,78.0,78.0,78.0,0.0,341330.607732137,295016.912176643,719775.915145874,0.0,3.9062811922793674,0.0
137,17,910243.034362793,4,0,312,0,78.0,78.0,78.0,0.0,303414.34478759766,302495.9149000283,716292.8581237793,0.0,4.39443077177752,0.0
1900,17,1,1,0,165,0,165.0,165.0,165.0,0.0,0,0,0,0,1000000.0,0.0
5353,17,103828737.97416687,20,0,3694,0,538.0,65.0,184.7,137.67174728316627,5464670.419692993,7137529.385079538,19459707.021713257,305248.0220794678,0.19262489740534172,0.0
5353,17,86526791.09573364,19,0,4095,0,280.0,113.0,215.52631578947367,78.71692683684444,4807043.94976298,7753467.682605265,32051475.048065186,99689.96047973633,0.21958516847086484,0.0
5353,17,42498641.96777344,8,0,1843,0,521.0,83.0,230.375,183.96191012000284,6071234.566824777,12679760.389107993,37075057.98339844,307245.01609802246,0.1882413091238626,0.0
0,2,29179845.809936523,6,0,240,0,40.0,40.0,40.0,0.0,5835969.161987305,10859670.254120292,27547639.13154602,2891.063690185547,0.20562137439248696,0.0
5353,17,19970210.075378418,16,0,1275,0,105.0,68.0,79.6875,12.838996991587777,1331347.3383585613,779690.6050311775,2049622.0588684082,0.0,0.8011933745117007,0.0
138,17,8700967.788696289,4,0,808,0,202.0,202.0,202.0,0.0,2900322.596232096,1056704.743458251,4297195.911407471,1741998.9109039307,0.45971897576687165,0.0
138,17,8399833.20236206,4,0,808,0,202.0,202.0,202.0,0.0,2799944.4007873535,1090572.029466513,4201769.113540649,1542088.0317687988,0.4761999320266487,0.0
53,17,6541.013717651367,1,1,102,57,102.0,102.0,102.0,0.0,6541.013717651367,0.0,6541.013717651367,6541.013717651367,152.88150173136503,152.88150173136503
5353,17,715797.9011535645,6,0,1743,0,547.0,73.0,290.5,218.37257916994372,143159.5802307129,122173.44300853949,303489.92347717285,0.0,8.382254251277532,0.0
53,17,12221.097946166992,1,1,102,57,102.0,102.0,102.0,0.0,12221.097946166992,0.0,12221.097946166992,12221.097946166992,81.82570865604089,81.82570865604089
137,17,1330884.2182159424,4,0,312,0,78.0,78.0,78.0,0.0,443628.07273864746,316571.31965407095,717612.0281219482,0.0,3.005520649543821,0.0
3702,17,6243885.9939575195,7,0,4788,0,684.0,684.0,684.0,0.0,1040647.6656595867,760951.9031390446,2045161.9625091553,98808.05015563965,1.121096702722344,0.0
138,17,8398923.15864563,5,0,1064,0,256.0,202.0,212.8,21.6,2099730.7896614075,657792.6439320804,2762795.2098846436,1023578.1669616699,0.5953144118068436,0.0
137,17,1637867.2122955322,4,0,312,0,78.0,78.0,78.0,0.0,545955.7374318441,394686.3355219049,919507.9803466797,0.0,2.442200423802275,0.0
138,17,8194976.806640625,4,0,808,0,202.0,202.0,202.0,0.0,2731658.935546875,1140054.5987254772,4305149.793624878,1640476.942062378,0.4881038829492092,0.0
137,17,611377.0008087158,2,0,156,0,78.0,78.0,78.0,0.0,611377.0008087158,0.0,611377.0008087158,611377.0008087158,3.2713039537870165,0.0
5355,17,1,1,0,56,0,56.0,56.0,56.0,0.0,0,0,0,0,1000000.0,0.0
137,17,3892578.125,8,0,624,0,78.0,78.0,78.0,0.0,556082.5892857143,687955.5597382684,1744178.056716919,0.0,2.0551931761164073,0.0
137,17,715044.9752807617,2,0,156,0,78.0,78.0,78.0,0.0,715044.9752807617,0.0,715044.9752807617,715044.9752807617,2.797026857247269,0.0
5353,17,1946182.9662322998,3,0,195,0,65.0,65.0,65.0,0.0,973091.4831161499,50189.61429595947,1023281.0974121094,922901.8688201904,1.541478911311114,0.0
5353,17,3281445.9800720215,4,0,1003,0,386.0,100.0,250.75,128.4550018488965,1093815.3266906738,1184653.051526837,2768162.0121002197,206376.0757446289,1.2189748130219737,0.0
138,17,1,2,0,404,0,202.0,202.0,202.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0
5353,17,1,1,0,73,0,73.0,73.0,73.0,0.0,0,0,0,0,1000000.0,0.0
5355,17,408200.9792327881,2,0,112,0,56.0,56.0,56.0,0.0,408200.9792327881,0.0,408200.9792327881,408200.9792327881,4.899547286140741,0.0
1900,17,3075403.928756714,4,0,792,0,198.0,198.0,198.0,0.0,1025134.6429189045,1444.7405285917991,1026943.9220428467,1023407.9360961914,1.300642157148141,0.0
